"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP0235","Client Operations","Customer Support","Manager","Individual Contributor","On-site","Midwest",2022-09-07,3.1,"3-5 years"
"EMP0236","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2023-12-06,1.86,"1-2 years"
"EMP0237","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","Midwest",2020-12-11,4.84,"3-5 years"
"EMP0238","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2025-05-03,0.45,"Less than 1 year"
"EMP0239","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2022-05-15,3.42,"3-5 years"
"EMP0240","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2025-10-12,0.01,"Less than 1 year"
"EMP0241","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-10-12,1.01,"1-2 years"
"EMP0242","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2015-09-01,10.12,"6-10 years"
"EMP0243","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2021-03-26,4.56,"3-5 years"
"EMP0244","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2016-04-20,9.49,"6-10 years"
"EMP0245","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2023-11-15,1.92,"1-2 years"
"EMP0246","Client Operations","Customer Support","Manager","Individual Contributor","On-site","West",2018-07-25,7.23,"6-10 years"
"EMP0247","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2024-09-12,1.09,"1-2 years"
"EMP0248","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2007-10-09,18.02,"11 or more years"
"EMP0249","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2008-08-03,17.2,"11 or more years"
"EMP0250","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2016-11-16,8.91,"6-10 years"
"EMP0251","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2019-11-11,5.93,"3-5 years"
"EMP0252","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","West",2021-11-19,3.9,"3-5 years"
"EMP0253","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2015-01-01,10.79,"6-10 years"
"EMP0254","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2020-11-22,4.9,"3-5 years"
"EMP0255","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-05-06,1.44,"1-2 years"
"EMP0256","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-11-13,0.92,"Less than 1 year"
"EMP0257","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2020-09-18,5.07,"3-5 years"
"EMP0258","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2022-11-14,2.92,"1-2 years"
"EMP0259","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2024-04-11,1.51,"1-2 years"
"EMP0260","Client Operations","Customer Support","Manager","People Manager","Hybrid","Midwest",2025-09-26,0.05,"Less than 1 year"
"EMP0261","Client Operations","Customer Support","Manager","People Manager","On-site","West",2009-09-12,16.09,"11 or more years"
"EMP0262","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","South",2024-12-31,0.79,"Less than 1 year"
"EMP0263","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2015-12-16,9.83,"6-10 years"
"EMP0264","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Northeast",2013-05-23,12.4,"11 or more years"
"EMP0265","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2024-07-19,1.24,"1-2 years"
"EMP0266","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","South",2018-08-25,7.14,"6-10 years"
"EMP0267","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2024-02-11,1.68,"1-2 years"
"EMP0268","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2023-05-19,2.41,"1-2 years"
"EMP0269","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2022-08-24,3.14,"3-5 years"
"EMP0270","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Northeast",2024-10-08,1.02,"1-2 years"
"EMP0271","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2024-11-12,0.92,"Less than 1 year"
"EMP0272","Client Operations","Customer Support","Manager","People Manager","On-site","West",2022-09-30,3.04,"3-5 years"
"EMP0273","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","Midwest",2022-02-18,3.66,"3-5 years"
"EMP0274","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2021-03-26,4.56,"3-5 years"
"EMP0275","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2024-12-14,0.84,"Less than 1 year"
"EMP0276","Client Operations","Customer Support","Manager","People Manager","On-site","South",2018-09-21,7.07,"6-10 years"
"EMP0277","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2013-07-13,12.26,"11 or more years"
"EMP0278","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2023-08-05,2.2,"1-2 years"
"EMP0279","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","South",2020-01-25,5.72,"3-5 years"
"EMP0280","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2019-09-14,6.09,"6-10 years"
"EMP0281","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2025-07-29,0.21,"Less than 1 year"
"EMP0282","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2021-08-04,4.2,"3-5 years"
"EMP0283","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2022-12-26,2.8,"1-2 years"
"EMP0284","Client Operations","Customer Support","Director and Above","People Manager","Hybrid","Midwest",2022-04-04,3.53,"3-5 years"
"EMP0285","Client Operations","Customer Support","Professional","Individual Contributor","Remote","South",2022-09-21,3.07,"3-5 years"
"EMP0286","Client Operations","Customer Support","Director and Above","People Manager","Hybrid","South",2024-02-08,1.68,"1-2 years"
"EMP0287","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Midwest",2021-02-07,4.68,"3-5 years"
"EMP0288","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2021-04-02,4.54,"3-5 years"
"EMP0289","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2020-11-29,4.88,"3-5 years"
"EMP0290","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2019-07-14,6.26,"6-10 years"
"EMP0291","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2020-06-26,5.3,"3-5 years"
"EMP0292","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Midwest",2020-02-22,5.65,"3-5 years"
"EMP0293","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","West",2022-09-14,3.09,"3-5 years"
"EMP0294","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-05-06,0.44,"Less than 1 year"
"EMP0295","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Midwest",2025-03-02,0.62,"Less than 1 year"
"EMP0296","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","South",2025-05-01,0.46,"Less than 1 year"
"EMP0297","Client Operations","Customer Support","Senior Professional","Individual Contributor","Hybrid","West",2012-02-22,13.65,"11 or more years"
"EMP0298","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Midwest",2021-11-08,3.93,"3-5 years"
"EMP0299","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2022-06-29,3.3,"3-5 years"
"EMP0300","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2024-11-29,0.88,"Less than 1 year"
"EMP0301","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2025-03-04,0.62,"Less than 1 year"
"EMP0302","Client Operations","Customer Support","Professional","Individual Contributor","On-site","South",2022-09-29,3.04,"3-5 years"
"EMP0303","Client Operations","Customer Support","Entry Level","Individual Contributor","Hybrid","South",2025-01-13,0.75,"Less than 1 year"
"EMP0304","Client Operations","Customer Support","Director and Above","People Manager","On-site","Northeast",2015-04-15,10.5,"6-10 years"
"EMP0305","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2019-08-10,6.18,"6-10 years"
"EMP0306","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2023-01-24,2.72,"1-2 years"
"EMP0307","Client Operations","Customer Support","Manager","People Manager","Hybrid","Northeast",2020-05-18,5.41,"3-5 years"
"EMP0308","Client Operations","Customer Support","Senior Professional","Individual Contributor","Remote","Northeast",2021-03-07,4.61,"3-5 years"
"EMP0309","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2023-11-30,1.88,"1-2 years"
"EMP0310","Client Operations","Customer Support","Entry Level","Individual Contributor","Remote","Northeast",2023-11-06,1.94,"1-2 years"
"EMP0311","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","South",2022-11-28,2.88,"1-2 years"
"EMP0312","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2022-12-24,2.81,"1-2 years"
"EMP0313","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2017-10-26,7.97,"6-10 years"
"EMP0314","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Midwest",2020-01-15,5.75,"3-5 years"
"EMP0315","Client Operations","Customer Support","Professional","Individual Contributor","Remote","Northeast",2023-04-18,2.49,"1-2 years"
"EMP0316","Client Operations","Customer Support","Manager","People Manager","On-site","West",2025-08-16,0.16,"Less than 1 year"
"EMP0317","Client Operations","Customer Support","Professional","Individual Contributor","Remote","West",2025-05-23,0.4,"Less than 1 year"
"EMP0318","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","West",2019-10-19,5.99,"3-5 years"
"EMP0319","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","South",2024-06-09,1.35,"1-2 years"
"EMP0320","Client Operations","Customer Support","Professional","Individual Contributor","Hybrid","Northeast",2025-06-28,0.3,"Less than 1 year"
"EMP0321","Client Operations","Customer Support","Entry Level","Individual Contributor","On-site","Northeast",2025-06-22,0.31,"Less than 1 year"
"EMP0322","Client Operations","Customer Support","Senior Professional","Individual Contributor","On-site","Northeast",2021-10-26,3.97,"3-5 years"
"EMP0323","Client Operations","Customer Support","Manager","People Manager","On-site","Northeast",2020-08-05,5.19,"3-5 years"
"EMP0324","Client Operations","Customer Support","Professional","Individual Contributor","On-site","West",2015-12-09,9.85,"6-10 years"
"EMP0325","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2020-11-19,4.9,"3-5 years"
"EMP0326","Client Operations","Customer Support","Professional","Individual Contributor","On-site","Northeast",2020-12-19,4.82,"3-5 years"
